bars_confidence,bars_start,beats_confidence,beats_start,duration,end_of_fade_in,key,key_confidence,loudness,mode,mode_confidence,start_of_fade_out,tatums_confidence,tatums_start,tempo,time_signature,time_signature_confidence,genre,genre_encoded
0.889,0.3729,0.889,0.3729,108.14649,0.308,7.0,0.42,-10.173,1,0.516,99.643,0.647,0.3729,154.246,1.0,0.0,rock,17
0.902,0.52867,0.896,0.52867,343.43138,0.299,3.0,1.0,-9.808,1,0.932,321.788,0.132,0.21768,94.705,4.0,0.664,rock,17
0.043,0.47165,0.726,0.47165,415.03302,0.0,1.0,0.46,-6.751,1,0.716,372.663,1.0,0.23761,83.326,3.0,1.0,electronic,4
0.713,0.2429,0.713,0.2429,52.76689,0.159,1.0,0.59,-26.343,1,0.509,46.957,0.713,0.2429,224.471,1.0,0.851,folk,6
0.186,0.22427,0.0,0.22427,278.22975,0.0,1.0,0.0,-10.486,1,0.296,265.282,0.325,0.22427,161.405,4.0,0.692,gospel,7
0.203,0.49093,1.0,0.49093,224.96608,0.313,4.0,0.869,-6.083,1,0.661,218.378,0.0,0.49093,96.005,4.0,0.558,rock,17
0.1,1.18579,0.0,0.61934,302.75873,0.0,0.0,0.707,-8.517,1,0.558,294.168,0.162,0.20284,107.778,4.0,0.574,pop,13
0.173,1.80416,0.799,0.44348,212.97587,0.356,4.0,0.702,-10.831,1,0.598,202.826,0.308,0.44348,85.855,4.0,0.429,rock,17
0.497,0.81268,0.7,0.23945,251.79383,0.309,2.0,0.292,-12.378,1,0.349,245.023,0.0,0.23945,108.153,4.0,0.74,rock,17
0.307,0.32033,0.0,0.32033,447.08526,1.245,7.0,0.677,-11.106,1,0.675,434.84,0.683,0.08379,125.584,4.0,0.516,electronic,4
0.027,0.97547,0.534,0.45536,152.31955,0.0,10.0,0.099,-14.02,1,0.339,145.043,1.0,0.18949,116.045,4.0,0.854,latin,10
0.138,1.19085,0.94,0.2211,297.45587,0.206,2.0,0.011,-4.249,1,0.311,292.659,1.0,0.2211,123.829,4.0,0.395,electronic,4
0.043,0.8319,0.334,0.42145,231.96689,0.0,0.0,0.376,-5.621,0,0.428,225.141,0.059,0.22488,146.879,4.0,0.0,rock,17
0.382,0.69115,0.085,0.69115,281.46893,0.357,1.0,0.346,-4.583,0,0.361,275.725,0.42,0.37772,92.044,3.0,1.0,electronic,4
0.227,0.7409,0.605,0.35107,302.36689,0.0,5.0,0.664,-8.004,1,0.562,297.152,0.141,0.15267,150.117,4.0,0.408,other,12
0.036,0.21775,0.9,0.21775,178.49424,0.132,1.0,0.593,-20.418,1,0.594,171.677,0.726,0.21775,82.79,4.0,0.732,r&b/soul,15
0.003,0.27377,0.848,0.27377,203.78077,0.253,11.0,0.794,-10.095,1,0.611,193.19,0.939,0.10304,88.023,4.0,0.0,gospel,7
0.531,0.34723,0.531,0.34723,186.01751,0.0,2.0,0.934,-4.999,1,0.586,182.66,0.0,0.19382,182.518,1.0,0.0,punk,14
0.008,0.05474,0.772,0.05474,147.1473,0.27,11.0,0.081,-6.024,1,0.244,139.175,0.705,0.05474,140.252,4.0,0.0,electronic,4
0.058,0.37016,0.605,0.37016,256.39138,0.0,1.0,0.959,-6.888,0,0.735,251.106,0.472,0.18339,106.756,5.0,1.0,hip hop,8
0.033,0.19336,0.0,0.19336,184.47628,0.715,1.0,0.0,-14.276,1,0.0,171.148,0.448,0.05119,105.948,4.0,1.0,hip hop,8
0.002,0.90182,0.722,0.13012,207.09832,3.193,11.0,0.559,-15.218,0,0.251,203.627,0.154,0.13012,147.602,4.0,0.0,rock,17
0.093,0.10735,0.785,0.10735,232.38485,0.078,11.0,0.071,-5.631,0,0.393,225.338,1.0,0.10735,85.326,5.0,0.908,electronic,4
0.026,1.04227,0.434,0.50365,233.42975,0.078,9.0,0.755,-9.545,1,0.598,226.487,0.638,0.09839,110.933,4.0,1.0,hip hop,8
0.059,0.44814,0.0,0.09927,162.53342,0.524,2.0,0.243,-17.285,1,0.297,151.551,0.378,0.09927,173.482,4.0,0.804,country,3
0.053,0.64613,0.862,0.64613,172.93016,0.0,2.0,0.675,-10.592,1,0.377,161.361,0.769,0.3472,99.752,4.0,0.859,rock,17
0.003,0.44547,0.597,0.44547,517.0673,0.131,10.0,0.439,-18.993,1,0.633,511.599,0.562,0.17865,137.687,4.0,0.332,pop,13
0.504,0.52316,0.0,0.09729,376.16281,0.908,4.0,0.756,-8.948,0,0.503,369.633,0.244,0.09729,140.133,4.0,0.0,electronic,4
0.038,0.33311,0.701,0.33311,272.95302,0.264,0.0,0.765,-11.15,1,0.821,266.106,0.372,0.10753,134.211,4.0,0.272,latin,10
0.403,1.69464,0.789,0.33116,286.4322,0.293,5.0,0.923,-8.1,1,0.576,264.423,0.445,0.33116,87.106,4.0,0.837,rock,17
0.171,1.19517,0.861,1.19517,155.19302,1.026,11.0,0.464,-28.327,0,0.539,136.29,0.0,1.19517,70.1,3.0,0.737,classical,1
0.008,0.84427,0.609,0.18763,172.25098,0.135,7.0,0.708,-5.015,1,0.625,172.251,1.0,0.18763,184.884,4.0,0.0,country,3
0.005,0.47119,1.0,0.47119,210.46812,0.421,9.0,0.568,-13.644,1,0.53,191.402,0.771,0.47119,114.382,4.0,0.0,country,3
0.012,0.87172,0.913,0.21583,353.04444,0.113,7.0,0.54,-8.192,1,0.569,330.641,0.341,0.21583,91.973,4.0,1.0,folk,6
0.102,0.73922,0.0,0.73922,237.19138,0.0,7.0,0.012,-2.76,1,0.397,234.249,0.445,0.26329,95.953,4.0,0.762,rock,17
0.088,0.35869,0.401,0.35869,113.65832,0.0,2.0,0.557,-10.152,1,0.487,100.223,0.0,0.17415,109.265,3.0,1.0,hip hop,8
0.222,0.19072,0.0,0.19072,213.99465,0.148,5.0,1.0,-6.523,1,0.844,207.209,0.922,0.19072,160.046,3.0,0.653,folk,6
0.087,0.28793,1.0,0.28793,183.14404,0.259,0.0,0.0,-9.385,1,0.0,179.38,1.0,0.28793,96.171,4.0,1.0,hip hop,8
0.289,1.42212,1.0,0.32002,238.18404,0.237,1.0,0.624,-6.357,0,0.514,232.676,1.0,0.32002,108.998,4.0,1.0,electronic,4
0.0,0.16931,0.0,0.16931,182.9873,0.485,10.0,0.01,-10.137,0,0.108,177.366,0.333,0.03749,231.725,1.0,0.663,rock,17
0.988,0.9333,0.564,0.31384,175.49016,0.0,0.0,0.501,-11.48,1,0.553,168.037,0.594,0.31384,95.871,4.0,0.534,latin,10
0.619,0.96896,0.58,0.36636,330.97098,2.148,7.0,0.369,-16.934,1,0.406,315.902,0.136,0.06135,101.529,4.0,0.406,jazz,9
0.119,1.16295,0.846,0.26619,234.31791,0.073,6.0,0.532,-6.428,0,0.409,224.299,0.589,0.11698,133.827,5.0,1.0,hip hop,8
0.276,1.08443,0.542,0.42816,28.96934,0.0,4.0,0.0,-9.86,1,0.0,28.969,1.0,0.42816,93.065,4.0,1.0,other,12
0.492,1.36584,0.492,1.36584,109.84444,4.238,7.0,0.202,-32.166,1,0.539,100.171,0.061,1.36584,131.409,1.0,0.0,country,3
0.122,1.50004,0.145,0.36814,208.95302,3.245,4.0,0.247,-6.052,1,0.464,200.969,0.134,0.0891,105.095,4.0,0.873,hip hop,8
0.018,0.16673,0.963,0.16673,285.85751,0.293,2.0,0.158,-5.608,1,0.366,279.731,0.529,0.16673,173.919,4.0,0.136,hip hop,8
0.772,0.84263,0.772,0.84263,192.33914,0.438,11.0,0.214,-11.899,0,0.383,187.524,0.58,0.59359,122.233,1.0,0.0,folk,6
0.024,0.17413,0.389,0.17413,179.01669,0.0,7.0,0.398,-4.852,1,0.506,176.39,0.35,0.17413,120.617,4.0,0.737,metal,11
0.198,0.23806,0.52,0.23806,225.17506,0.0,0.0,0.805,-16.05,1,0.513,219.986,0.0,0.09344,165.263,4.0,0.535,latin,10
0.067,12.61236,0.251,0.72021,144.01261,0.0,9.0,0.28,-4.527,0,0.304,140.754,0.0,0.26885,71.707,5.0,0.38,punk,14
0.275,0.50051,0.69,0.02816,174.10567,0.0,5.0,0.504,-8.192,1,0.408,174.106,0.751,0.02816,125.028,4.0,0.0,latin,10
1.0,1.50187,1.0,1.50187,155.11465,1.025,9.0,0.895,-10.313,1,0.737,148.805,0.608,1.19976,96.737,1.0,0.0,rock,17
0.839,0.53725,0.713,0.04659,377.86077,0.0,8.0,0.383,-6.893,0,0.473,372.129,0.979,0.04659,121.957,4.0,1.0,hip hop,8
0.494,0.24324,0.494,0.24324,264.51546,0.0,5.0,0.588,-7.401,1,0.394,249.736,0.162,0.24324,103.936,1.0,0.0,electronic,4
0.12,1.81315,0.513,0.81383,172.01587,0.287,9.0,0.008,-10.635,0,0.192,164.525,0.282,0.48346,61.994,5.0,0.793,folk,6
0.529,0.315,0.529,0.315,181.39383,0.061,1.0,0.162,-10.173,1,0.213,178.306,0.395,0.12401,161.7,1.0,0.0,blues,0
0.008,0.49876,0.733,0.49876,95.9473,0.119,2.0,0.054,-6.29,0,0.41,90.784,0.327,0.16615,92.969,4.0,1.0,reggae,16
0.049,1.40757,0.589,1.40757,308.87138,3.506,6.0,0.773,-15.941,0,0.734,294.417,0.049,1.20392,152.935,4.0,0.051,jazz,9
0.133,3.13037,0.805,0.27628,160.96608,0.0,10.0,0.042,-8.317,1,0.367,157.907,1.0,0.27628,84.141,5.0,0.045,hip hop,8
0.226,3.58613,0.466,0.443,278.54322,0.531,9.0,0.39,-8.039,0,0.325,268.91,0.239,0.18414,75.887,3.0,0.525,rock,17
0.06,1.57888,0.808,0.36956,174.70649,0.305,0.0,0.377,-15.479,1,0.399,166.452,0.871,0.06686,99.397,4.0,0.613,latin,10
0.074,0.13975,0.966,0.13975,192.65261,0.212,10.0,0.253,-13.781,0,0.397,188.726,0.265,0.13975,160.011,4.0,0.656,r&b/soul,15
0.175,1.16764,0.219,0.31642,175.96036,0.0,7.0,0.485,-1.983,1,0.588,172.542,0.498,0.10403,140.618,4.0,0.0,punk,14
0.043,1.14433,0.495,0.58115,173.29587,0.253,7.0,0.321,-10.541,1,0.381,164.856,0.561,0.16571,108.919,4.0,0.799,latin,10
0.909,0.21553,0.0,0.21553,273.00526,2.351,7.0,0.686,-14.948,1,0.688,260.899,0.48,0.21553,93.553,4.0,0.676,gospel,7
0.035,1.66435,0.616,1.66435,498.80771,3.082,8.0,0.611,-23.576,1,0.724,489.436,0.198,1.09552,53.766,3.0,0.894,rock,17
0.013,0.99478,0.691,0.35358,117.75955,0.0,5.0,0.0,-15.812,0,0.148,114.312,0.0,0.35358,107.675,4.0,1.0,country,3
0.295,1.5279,0.0,0.41937,292.41424,0.0,3.0,0.739,-5.377,1,0.532,286.418,0.363,0.14306,110.044,4.0,0.673,metal,11
0.267,1.8449,0.656,0.75217,349.23057,0.439,0.0,0.632,-13.752,1,0.524,332.823,0.634,0.46331,100.329,3.0,0.848,jazz,9
0.716,0.37179,0.716,0.37179,120.2673,0.502,10.0,0.634,-3.422,0,0.52,116.013,0.447,0.17,143.231,1.0,0.0,electronic,4
0.209,0.83845,0.79,0.40411,255.58159,0.559,7.0,0.362,-2.122,1,0.479,247.049,0.414,0.19324,144.319,4.0,0.386,punk,14
0.104,0.74275,0.402,0.30755,384.70485,0.254,11.0,0.582,-8.161,0,0.606,351.01,0.655,0.30755,137.862,4.0,0.0,metal,11
0.005,1.31785,0.424,0.41114,215.37914,0.334,1.0,0.771,-10.398,1,0.649,211.453,0.611,0.18419,133.553,4.0,0.22,folk,6
0.109,0.08796,0.437,0.08796,252.9171,0.0,2.0,0.691,-7.742,0,0.542,248.535,0.872,0.08796,221.796,3.0,0.772,latin,10
0.848,0.23491,0.848,0.23491,170.68363,0.415,3.0,0.269,-6.555,1,0.235,164.612,0.396,0.23491,103.859,1.0,0.373,rock,17
0.178,0.73823,1.0,0.13754,187.24526,0.413,7.0,0.19,-12.967,1,0.477,184.192,0.925,0.13754,100.929,4.0,0.59,electronic,4
0.346,1.29542,0.542,0.45043,314.20036,0.322,3.0,0.533,-5.567,1,0.591,307.891,0.24,0.45043,142.141,4.0,0.0,rock,17
0.095,0.91134,1.0,0.44215,324.98893,0.0,1.0,0.448,-8.232,1,0.447,324.989,1.0,0.20814,127.99,4.0,0.54,latin,10
0.395,0.45811,0.395,0.45811,152.37179,0.0,0.0,0.906,-16.709,1,0.781,138.501,0.376,0.17195,98.508,1.0,0.0,commedy,2
0.152,1.41647,0.692,0.48638,552.93342,3.286,11.0,0.005,-9.464,0,0.128,545.135,0.222,0.25238,127.92,4.0,0.0,pop,13
0.527,0.23845,0.0,0.23845,351.32036,2.914,2.0,0.456,-7.168,1,0.497,344.752,0.175,0.23845,128.976,4.0,0.0,rock,17
0.03,0.09032,0.683,0.09032,355.05587,0.321,5.0,0.809,-9.681,0,0.669,340.468,0.667,0.09032,215.461,3.0,0.358,latin,10
0.481,1.36125,0.42,0.44258,313.70404,15.018,0.0,0.239,-12.679,1,0.433,299.619,0.067,0.21053,137.068,4.0,0.306,rock,17
0.346,0.38959,0.466,0.38959,291.89179,0.223,4.0,0.442,-8.094,0,0.411,276.132,0.587,0.14722,124.028,4.0,1.0,rock,17
0.0,0.0,0.0,0.0,13.5571,0.0,5.0,0.0,-26.393,1,0.0,13.557,0.538,1.61859,0.0,1.0,0.0,soundtrack/misc,18
0.585,1.44919,0.585,1.44919,134.81751,0.073,0.0,0.478,-24.904,0,0.331,122.828,0.373,0.13404,36.802,1.0,0.0,hip hop,8
0.842,2.30759,0.0,0.61271,297.03791,0.0,0.0,0.343,-11.547,0,0.429,291.73,0.903,0.04585,71.077,4.0,0.331,rock,17
0.043,1.34421,0.263,0.85301,186.64444,0.0,11.0,0.792,-3.574,1,0.582,175.119,0.743,0.60925,122.968,4.0,0.814,folk,6
0.061,1.02179,0.34,0.6454,145.57995,0.0,0.0,0.757,-13.703,1,0.637,140.527,0.959,0.45764,160.261,5.0,0.182,pop,13
0.655,0.48302,0.655,0.48302,127.03302,0.363,9.0,0.914,-9.682,1,0.504,120.75,0.23,0.25531,136.089,1.0,0.0,rock,17
0.175,0.08926,0.175,0.08926,159.79057,0.363,9.0,0.542,-23.907,1,0.369,156.044,0.175,0.08926,141.772,1.0,0.814,country,3
0.507,0.90716,0.0,0.222,317.83138,0.784,0.0,0.468,-14.989,1,0.575,307.949,0.233,0.05006,174.059,4.0,0.87,pop,13
0.217,0.59737,0.853,0.59737,212.37506,0.32,4.0,0.383,-8.403,1,0.497,201.149,0.7,0.37878,136.908,4.0,0.572,country,3
0.547,1.3791,0.716,0.61938,266.23955,0.0,4.0,0.625,-10.561,1,0.548,245.754,0.904,0.23998,80.455,4.0,0.004,rock,17
0.013,1.71405,0.589,1.37573,177.71057,1.137,1.0,0.714,-15.015,1,0.708,169.599,0.347,1.20449,180.876,4.0,0.893,reggae,16
0.189,6.06467,0.769,0.29573,124.83873,0.345,5.0,0.281,-16.069,1,0.554,118.549,0.056,0.29573,68.311,5.0,0.455,soundtrack/misc,18
0.147,1.14472,0.0,0.2272,281.73016,1.047,5.0,0.345,-4.843,1,0.174,270.269,0.382,0.2272,131.319,4.0,0.797,r&b/soul,15
0.524,0.85976,0.426,0.44878,121.05098,0.0,5.0,0.213,-7.327,1,0.443,121.051,0.682,0.24432,145.859,4.0,1.0,metal,11
0.142,0.98381,0.841,0.35864,188.05506,0.322,5.0,0.907,-9.368,1,0.687,184.616,0.655,0.14065,93.283,3.0,0.66,latin,10
0.099,1.4013,0.947,0.44651,153.28608,0.0,1.0,0.087,-7.535,1,0.468,147.696,1.0,0.20795,125.558,4.0,1.0,electronic,4
0.174,0.92752,0.929,0.44438,209.34485,0.402,7.0,0.719,-9.825,1,0.631,199.883,0.637,0.44438,123.836,4.0,0.919,other,12
0.018,1.31586,0.603,0.34418,136.07138,0.299,0.0,0.281,-16.558,0,0.493,122.41,0.083,0.11255,122.976,4.0,0.217,other,12
0.324,1.33723,0.816,0.52797,263.65342,0.484,7.0,0.535,-11.832,1,0.61,255.936,0.275,0.52797,148.627,3.0,0.45,blues,0
0.029,0.86112,0.888,0.38934,431.51628,0.131,10.0,0.448,-6.268,0,0.531,421.878,1.0,0.15758,126.958,4.0,1.0,electronic,4
0.098,0.99518,0.0,0.30805,120.86812,0.0,6.0,0.459,-6.72,1,0.396,120.868,0.289,0.13718,170.081,5.0,1.0,hip hop,8
0.056,0.17096,0.363,0.17096,735.60771,11.633,9.0,0.703,-7.662,1,0.405,725.589,0.366,0.17096,161.919,7.0,0.418,electronic,4
0.036,0.88527,0.901,0.31508,142.81098,0.254,10.0,0.426,-13.25,0,0.351,135.39,0.385,0.12373,104.98,4.0,0.646,r&b/soul,15
1.0,0.16741,1.0,0.16741,153.49506,0.305,10.0,0.524,-15.572,1,0.546,147.958,0.475,0.16741,156.803,1.0,0.0,blues,0
0.113,1.11055,0.769,0.13566,384.54812,0.212,4.0,0.0,-15.73,0,0.045,339.458,0.296,0.13566,183.94,7.0,0.926,jazz,9
0.758,0.66362,0.758,0.66362,202.29179,0.125,7.0,0.274,-8.235,1,0.304,198.577,0.903,0.1627,60.025,1.0,0.0,pop,13
0.021,0.05647,1.0,0.05647,207.90812,0.165,2.0,0.186,-4.613,1,0.362,204.405,0.579,0.05647,111.95,4.0,1.0,world,19
0.125,0.70414,0.673,0.10293,112.14322,2.229,11.0,0.094,-20.02,1,0.438,112.143,0.402,0.10293,96.775,5.0,0.736,classical,1
0.108,1.62731,0.242,0.27685,250.56608,0.0,11.0,0.182,-6.063,0,0.487,240.042,0.56,0.14143,222.02,7.0,0.0,latin,10
0.327,7.57151,0.0,0.68141,180.13995,0.131,0.0,0.606,-7.482,1,0.665,174.103,0.754,0.16706,76.74,4.0,0.582,world,19
0.148,0.0945,0.0,0.0945,268.30322,0.644,5.0,0.0,-13.758,1,0.028,264.226,0.371,0.0945,119.663,4.0,0.0,blues,0
0.135,0.28097,0.591,0.28097,203.96363,0.246,0.0,0.109,-5.735,1,0.255,189.788,0.851,0.28097,110.875,4.0,0.782,rock,17
0.309,1.43866,0.515,0.19977,240.53506,0.0,7.0,0.829,-17.041,0,0.999,217.722,0.491,0.19977,95.995,3.0,1.0,soundtrack/misc,18
0.076,1.11583,0.363,0.23339,186.53995,0.0,9.0,0.528,-14.726,1,0.47,186.54,0.065,0.23339,132.345,3.0,0.527,commedy,2
0.016,0.54254,0.785,0.1114,214.12526,0.253,0.0,0.342,-10.65,1,0.43,205.798,0.718,0.1114,139.95,4.0,0.0,pop,13
0.046,1.44188,1.0,0.7365,193.59302,0.282,4.0,0.818,-11.08,1,0.706,188.488,1.0,0.37803,85.2,4.0,0.0,rock,17
0.044,0.87634,0.875,0.35939,422.16444,0.305,5.0,0.523,-14.1,0,0.465,413.693,0.484,0.35939,114.754,4.0,0.782,rock,17
0.006,1.0656,1.0,0.34276,199.26159,0.311,8.0,0.0,-5.275,1,0.0,195.849,1.0,0.1616,165.976,4.0,0.419,hip hop,8
0.052,0.51567,0.736,0.19926,193.98485,2.908,1.0,0.541,-3.357,0,0.508,189.057,0.281,0.19926,185.063,4.0,0.0,punk,14
0.735,0.30019,0.735,0.30019,352.93995,0.0,2.0,0.844,-12.982,0,0.594,339.18,0.444,0.06366,131.877,1.0,0.947,electronic,4
0.084,0.33762,0.938,0.33762,123.66322,0.281,2.0,0.103,-26.062,0,0.357,111.45,0.324,0.33762,107.023,4.0,0.0,latin,10
0.568,0.69824,0.801,0.12806,295.91465,0.265,2.0,0.566,-12.022,1,0.464,281.281,0.516,0.12806,106.534,4.0,0.918,rock,17
0.002,0.74999,0.997,0.29438,203.49342,0.252,2.0,0.651,-9.05,0,0.643,196.104,0.343,0.06601,129.915,4.0,0.841,pop,13
0.322,4.32249,0.972,0.13319,313.10322,3.338,5.0,0.216,-12.584,1,0.523,293.645,0.08,0.13319,110.742,4.0,0.693,rock,17
0.004,0.8579,0.736,0.31616,435.93098,0.0,2.0,0.409,-10.998,1,0.533,430.608,1.0,0.04595,110.301,4.0,0.335,electronic,4
0.96,0.50533,0.96,0.50533,138.16118,0.438,7.0,0.51,-10.654,1,0.592,125.103,1.0,0.22243,116.521,1.0,0.0,gospel,7
0.635,0.52519,0.635,0.52519,194.11546,0.089,5.0,1.0,-15.581,1,0.886,182.729,0.479,0.15887,82.343,1.0,0.387,country,3
0.026,0.51122,0.589,0.09634,187.76771,0.0,0.0,0.281,-6.09,1,0.384,187.768,0.841,0.09634,144.002,4.0,0.191,rock,17
0.019,1.61774,0.836,0.35672,258.76853,0.461,10.0,0.546,-4.964,1,0.463,240.982,0.74,0.04096,95.103,4.0,1.0,pop,13
0.219,1.26363,0.762,0.37298,188.08118,0.067,5.0,0.073,-4.905,0,0.432,188.081,0.629,0.15224,139.115,4.0,0.0,metal,11
0.575,0.30968,0.0,0.30968,79.64689,0.0,0.0,0.032,-19.771,1,0.078,71.721,0.0,0.30968,196.482,3.0,0.516,hip hop,8
0.252,0.91772,0.72,0.33781,134.50404,0.0,11.0,0.647,-1.83,1,0.533,130.763,1.0,0.33781,106.662,4.0,0.0,rock,17
0.075,3.03802,0.668,0.53279,133.98159,0.0,9.0,0.871,-9.498,1,0.739,126.816,0.384,0.53279,123.006,7.0,0.302,latin,10
0.305,1.54282,0.513,0.33207,207.09832,0.0,0.0,0.615,-29.342,1,0.624,203.714,0.269,0.33207,60.439,4.0,0.584,folk,6
0.196,0.57372,0.818,0.57372,147.80036,0.502,8.0,0.725,-14.908,1,0.694,140.817,0.754,0.27178,99.863,3.0,1.0,folk,6
0.259,0.20197,0.136,0.20197,208.1171,0.0,7.0,0.795,-7.399,1,0.696,203.848,0.88,0.04342,190.035,4.0,0.978,other,12
0.574,0.08264,0.574,0.08264,138.63138,0.206,4.0,0.196,-9.672,1,0.197,134.24,0.756,0.08264,159.587,1.0,0.033,jazz,9
0.254,0.61701,0.363,0.24162,213.68118,4.714,9.0,0.0,-7.765,0,0.0,209.409,0.399,0.05299,160.159,4.0,0.408,hip hop,8
0.276,0.05314,0.276,0.05314,206.05342,0.0,11.0,0.641,-11.506,0,0.597,206.053,0.48,0.05314,133.144,1.0,0.0,rock,17
0.043,0.04666,0.835,0.04666,205.94893,0.264,11.0,0.615,-10.15,1,0.602,199.425,0.449,0.04666,98.254,4.0,0.91,punk,14
0.042,0.90087,0.216,0.27717,224.10404,0.0,11.0,0.372,-4.328,1,0.414,220.189,0.0,0.27717,95.998,4.0,1.0,hip hop,8
0.193,41.0167,0.846,0.28862,188.682,0.392,7.0,0.69,-15.413,1,0.597,183.71,0.108,0.28862,36.773,4.0,0.0,world,19
0.107,5.18305,0.542,0.81956,119.66649,0.0,6.0,0.482,-9.322,1,0.418,119.666,0.461,0.5363,80.8,4.0,0.64,commedy,2
0.099,0.6488,0.39,0.24965,237.66159,0.0,2.0,0.755,-4.651,1,0.504,235.096,0.875,0.24965,151.284,4.0,0.162,rock,17
0.104,0.23372,0.104,0.23372,274.65098,0.334,8.0,0.701,-25.395,1,0.419,247.188,0.104,0.23372,82.581,1.0,0.0,other,12
0.36,0.60546,0.187,0.32118,265.29914,0.0,0.0,0.378,-7.891,1,0.355,254.932,0.338,0.17477,211.987,3.0,0.552,rock,17
0.033,0.63225,0.0,0.12125,214.20363,1.112,6.0,0.282,-4.533,1,0.533,206.994,0.571,0.12125,116.032,4.0,0.0,pop,13
0.487,0.30266,0.697,0.30266,475.11465,0.171,4.0,0.9,-6.499,1,0.486,470.912,0.192,0.30266,89.997,3.0,0.895,metal,11
0.352,0.87691,0.532,0.05024,327.73179,0.398,7.0,0.022,-10.22,1,0.368,321.3,0.451,0.05024,149.853,3.0,1.0,electronic,4
0.13,0.23016,0.13,0.23016,195.65669,0.0,4.0,0.0,-13.839,0,0.234,187.344,0.13,0.23016,170.916,1.0,0.619,country,3
0.226,0.52052,0.706,0.52052,124.83873,0.104,9.0,0.613,-15.152,1,0.579,117.168,0.781,0.18969,93.778,4.0,0.891,electronic,4
0.743,0.15981,0.743,0.15981,163.42159,0.165,2.0,0.74,-12.265,1,0.501,163.422,0.369,0.15981,179.688,1.0,0.0,soundtrack/misc,18
0.013,0.86253,1.0,0.38147,140.56444,0.33,0.0,0.504,-17.419,1,0.314,136.69,1.0,0.38147,125.073,4.0,0.262,soundtrack/misc,18
0.062,1.07965,0.0,0.38253,255.65995,2.212,4.0,0.68,-12.924,0,0.642,240.849,0.0,0.03397,85.949,4.0,0.724,folk,6
0.045,0.63445,0.545,0.23466,195.29098,0.0,7.0,0.62,-7.163,1,0.643,191.872,0.584,0.23466,150.155,4.0,1.0,rock,17
0.22,1.21293,0.0,0.11101,293.95546,4.452,1.0,0.646,-11.708,1,0.497,284.619,0.007,0.11101,112.281,4.0,0.998,pop,13
0.0,0.40319,0.0,0.40319,243.61751,2.252,2.0,0.394,-20.491,1,0.466,230.011,0.13,0.12394,74.811,1.0,0.678,rock,17
0.733,0.62759,0.733,0.62759,184.2673,0.061,6.0,0.205,-10.72,1,0.309,180.251,0.529,0.32544,98.623,1.0,0.0,blues,0
0.456,0.35643,0.933,0.35643,27.89832,0.136,9.0,0.008,-3.959,0,0.291,27.898,0.322,0.14747,137.645,3.0,0.0,rock,17
0.854,0.34489,0.854,0.34489,230.3473,0.432,11.0,0.396,-8.734,1,0.421,225.547,0.242,0.34489,91.191,1.0,0.697,latin,10
0.0,0.18518,0.0,0.18518,152.58077,2.699,0.0,0.708,-11.136,1,0.599,149.664,0.167,0.18518,156.32,1.0,0.0,folk,6
0.238,0.92047,0.908,0.23284,456.30649,0.241,1.0,0.611,-19.478,1,0.546,451.315,0.0,0.06094,89.667,4.0,0.747,jazz,9
0.053,1.42924,0.0,0.71037,397.76608,0.0,0.0,0.677,-6.819,1,0.652,383.971,0.333,0.47798,81.249,3.0,1.0,latin,10
0.085,1.27161,0.388,1.27161,124.9171,2.252,7.0,0.38,-10.387,1,0.333,124.917,0.202,0.71212,71.356,4.0,0.281,pop,13
0.01,0.28917,0.962,0.28917,231.67955,0.061,5.0,0.598,-7.249,0,0.615,227.091,0.752,0.1025,160.184,4.0,1.0,rock,17
0.017,1.19822,0.737,0.20536,173.19138,0.183,7.0,0.784,-11.835,1,0.698,164.037,0.738,0.20536,120.969,4.0,0.937,rock,17
0.011,1.04647,0.338,0.3927,200.64608,0.177,1.0,0.392,-6.641,0,0.508,196.243,0.73,0.06737,91.858,4.0,0.764,metal,11
0.0,0.90452,0.417,0.46222,230.42567,0.171,4.0,0.708,-8.924,1,0.662,217.217,0.465,0.24663,135.642,4.0,0.385,country,3
0.106,0.13489,0.864,0.13489,163.60444,0.328,0.0,0.536,-11.441,1,0.536,158.139,0.0,0.13489,123.825,4.0,0.532,country,3
0.147,3.53613,0.81,0.21628,354.66404,0.444,10.0,0.837,-9.473,1,0.724,342.239,0.208,0.21628,79.632,5.0,0.475,folk,6
0.011,0.64509,0.476,0.26548,119.7971,0.228,8.0,0.184,-5.261,1,0.342,112.205,0.195,0.07318,150.006,4.0,0.0,punk,14
0.774,0.3642,0.774,0.3642,162.45506,0.374,2.0,0.491,-13.158,1,0.569,150.013,0.0,0.06406,99.701,1.0,0.089,blues,0
0.22,0.51274,0.664,0.51274,172.72118,0.183,4.0,0.494,-7.343,1,0.344,164.148,0.43,0.23481,107.455,3.0,1.0,blues,0
0.198,0.1912,0.0,0.1912,254.30159,3.715,2.0,0.731,-5.415,1,0.428,241.07,0.234,0.1912,89.481,4.0,0.47,electronic,4
0.07,0.90334,0.881,0.2941,248.08444,0.205,9.0,0.582,-5.927,1,0.556,242.149,1.0,0.2941,97.536,3.0,0.771,folk,6
0.054,1.28023,0.61,0.68052,164.57098,2.815,4.0,0.169,-10.496,0,0.455,164.571,0.346,0.3609,94.234,4.0,0.519,electronic,4
